,names_doingbusiness,keep_row,ID,LATITUDE,LONGITUDE,LOCATION,year
661793,starbucks coffee #2369,1,23112-20040516,41.943096883,-87.679429001,"(41.94309688251642, -87.67942900087363)",2004.0
661844,colectivo coffee,1,2560761-20200116,41.92219439,-87.695972302,"(41.92219439006194, -87.69597230221993)",2020.0
661846,i coffee,1,1909595-20080606,41.969293332,-87.763330674,"(41.96929333244667, -87.76333067360308)",2008.0
661856,cafe university-1104 s wabash,1,2245613-20130403,41.869062517,-87.626015798,"(41.86906251655677, -87.6260157982796)",2013.0
661921,cafe la creme,1,1884407-20080206,41.892274966,-87.620098795,"(41.892274965646884, -87.62009879454878)",2008.0
661972,starbucks coffee #236,1,23045-20050516,41.903812639,-87.630056903,"(41.903812639001785, -87.63005690305373)",2005.0
662006,bar cafe san francesco,1,17161-20191016,41.949389617,-87.807002913,"(41.94938961660852, -87.80700291252472)",2019.0
662087,espressamente illy/cityfront cafe,1,2246914-20180416,41.890001335,-87.621438688,"(41.890001335214684, -87.62143868830125)",2018.0
662203,oak street beach cafe,1,1358610-20031008,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2003.0
662589,corner bakery cafe,1,1649359-20100916,41.888140152,-87.62469579,"(41.88814015241156, -87.6246957901013)",2010.0
662633,haifa cafe,1,1474037-20061116,41.876627148,-87.630889329,"(41.876627148007636, -87.63088932881458)",2006.0
662686,cafe rosa,1,2386049-20150806,41.796133547,-87.760385862,"(41.79613354689054, -87.7603858621191)",2015.0
662706,the coffee shop,1,2137785-20140216,41.998086107,-87.659883579,"(41.99808610722215, -87.65988357906063)",2014.0
662743,starbucks coffee #217,1,23018-20070516,41.921905478,-87.648781981,"(41.9219054776707, -87.64878198090277)",2007.0
662875,rainforest cafe,1,2104370-20110701,41.892572757,-87.631005407,"(41.89257275728285, -87.63100540748637)",2011.0
662885,barrel cafe,1,63652-20021116,41.878043475,-87.648180211,"(41.878043475002826, -87.64818021093538)",2002.0
662910,starbucks coffee #2689,1,1382681-20060516,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)",2006.0
662916,iona's beverly hills cafe,1,2184095-20120906,41.707095139,-87.689191653,"(41.707095139256595, -87.68919165273631)",2012.0
662945,estelles cafe & pub ltd,1,19553-20031116,41.910364204,-87.678130428,"(41.910364204247294, -87.6781304283268)",2003.0
662960,pick me up cafe,1,52004-20190216,41.943820984,-87.653962589,"(41.943820984368344, -87.65396258925858)",2019.0
663085,gloria jeans gourmet coffee,1,62473-20040516,41.880016454,-87.632162307,"(41.88001645393784, -87.63216230695389)",2004.0
663105,edgewater beach cafe,1,7556-20170716,41.982989018,-87.65502138,"(41.98298901767028, -87.65502137980539)",2017.0
663112,100th st. cafe,1,68633-20031116,41.713304177,-87.550803536,"(41.71330417676166, -87.55080353579426)",2003.0
663116,ace coffee bar inc.,1,1767369-20160316,41.803731033,-87.622545075,"(41.80373103300634, -87.62254507514183)",2016.0
663187,meli cafe on grand,1,2158407-20130308,41.891986522,-87.634224368,"(41.891986522433626, -87.63422436802404)",2013.0
663214,humboldt pie cafe,1,1517697-20051116,41.899330918,-87.696644925,"(41.899330918472295, -87.69664492473737)",2005.0
663249,hyatt center cafe,1,1592501-20120416,41.880717575,-87.636589107,"(41.880717575265145, -87.63658910737162)",2012.0
663295,divinity school coffee shop,1,33337-20130716,41.789423469,-87.600059532,"(41.789423468509305, -87.60005953245002)",2013.0
663316,sweet maple cafe,1,76798-20120516,41.869242742,-87.660796569,"(41.869242742082626, -87.66079656924279)",2012.0
663394,the pecock cafe,1,1620642-20050930,41.991398242,-87.660456223,"(41.99139824219499, -87.66045622260684)",2005.0
663409,cafe cancale,1,1477723-20141116,41.910059843,-87.677191234,"(41.910059843459955, -87.6771912342113)",2014.0
663560,family grounds cafe,1,1969706-20100616,41.948339267,-87.674874698,"(41.94833926709654, -87.6748746975132)",2010.0
663590,240 cafe & lounge,1,1741971-20170916,41.968357068,-87.727578352,"(41.968357068238525, -87.72757835154994)",2017.0
663629,green tomato cafe,1,2184944-20121002,41.853194515,-87.719328948,"(41.85319451507512, -87.71932894754511)",2012.0
663682,the bridge cafe,1,1986582-20120916,41.877749261,-87.62859178,"(41.87774926131358, -87.62859178012015)",2012.0
663719,starfruit cafe,1,2048598-20100806,41.875711033,-87.620736763,"(41.875711033222004, -87.6207367629215)",2010.0
663818,gloria's cafe,1,1474889-20111116,41.924785635,-87.7108253,"(41.92478563490711, -87.71082530032471)",2011.0
663844,midway garden cafe,1,1353242-20050816,41.785995409,-87.590396893,"(41.78599540939683, -87.59039689335319)",2005.0
663912,nibbles & nosh / midnight mac & cheeserie / xo marshmallow,1,2517230-20170509,42.009028677,-87.661887296,"(42.00902867704194, -87.66188729620244)",2017.0
663953,iguana cafe,1,1093188-20030516,41.89175404,-87.647493345,"(41.891754039612955, -87.64749334480629)",2003.0
664003,starbucks coffee #9895,1,1681401-20060609,41.866463844,-87.71017083,"(41.866463843723054, -87.71017082981336)",2006.0
664082,beograd cafe and restaurant,1,2008645-20121216,41.953846017,-87.702043289,"(41.95384601711714, -87.70204328887883)",2012.0
664112,cafe laziza,1,1649468-20051222,41.997465599,-87.698705922,"(41.997465599281334, -87.69870592240922)",2005.0
664366,starbucks coffee #2545,1,1145462-20110416,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)",2011.0
664395,bobabar cafe,1,1804136-20080616,41.849954002,-87.632094196,"(41.84995400192252, -87.63209419559098)",2008.0
664408,joe's be bop cafe & emporium,1,52924-20030516,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2003.0
664521,dollop coffee co,1,2469520-20200716,41.880598955,-87.629907391,"(41.880598955013355, -87.62990739051766)",2020.0
664590,"a87 cafe and restaurant, corp.",1,2535691-20170628,41.960675001,-87.729112562,"(41.960675000549436, -87.72911256246014)",2017.0
664617,kor-fusion cafe,1,2146301-20120502,41.86940026,-87.664754779,"(41.86940026045194, -87.66475477893509)",2012.0
664833,el jardin cafe,1,1884796-20120216,41.943662302,-87.653502812,"(41.94366230209547, -87.65350281244702)",2012.0
665028,rosebud cafe,1,25694-20100516,41.869409054,-87.66419709,"(41.86940905403705, -87.66419709016535)",2010.0
665076,cafe ba ba reeba,1,4379-20050516,41.918943199,-87.64868497,"(41.918943198725025, -87.64868497024028)",2005.0
665194,bar rista cafe,1,1992039-20100924,41.96160567,-87.675966767,"(41.961605669949854, -87.67596676683779)",2010.0
665202,ugly mug cafe,1,2278792-20130813,41.896223264,-87.664721187,"(41.896223263877324, -87.66472118728599)",2013.0
665240,dark matter coffee llc,1,2232377-20200716,41.894997299,-87.68697066,"(41.89499729917686, -87.68697066032341)",2020.0
665412,starbucks coffee #2224,1,23084-20020516,41.890058266,-87.631229887,"(41.890058266027715, -87.63122988738189)",2002.0
665510,yoshi's cafe,1,2116-20060216,41.941696341,-87.649176566,"(41.94169634075317, -87.64917656601214)",2006.0
665589,all-n-one-cafe,1,1248008-20021116,41.924965224,-87.692400919,"(41.92496522375393, -87.69240091917365)",2002.0
665622,cafe internet latino,1,1737318-20070216,41.917255335,-87.728079345,"(41.91725533462689, -87.72807934485093)",2007.0
665645,massa italian cafe,1,2055480-20101001,41.883322199,-87.629775097,"(41.88332219914999, -87.62977509664286)",2010.0
665653,starbucks coffee #222,1,23099-20090416,41.921581373,-87.664565129,"(41.921581373212874, -87.6645651292835)",2009.0
665743,twist a tapas cafe,1,65119-20060216,41.943986057,-87.654377246,"(41.94398605714626, -87.65437724647984)",2006.0
665756,cafe con leche d' noche,1,1244283-20020816,41.930452251,-87.709903439,"(41.93045225121001, -87.70990343904057)",2002.0
666096,starbucks coffee #289,1,23047-20070516,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)",2007.0
666117,beograd cafe and restaurant,1,2432411-20181216,41.953846017,-87.702043289,"(41.95384601711714, -87.70204328887883)",2018.0
666139,cafe allure,1,66161-20041116,41.908619727,-87.649294571,"(41.90861972732258, -87.64929457094323)",2004.0
666504,corner bakery cafe,1,1905110-20120916,41.89071448,-87.624269874,"(41.89071448025997, -87.6242698742923)",2012.0
666524,redline cafe and stix 'n brix,1,2564642-20180604,41.834695129,-87.632408337,"(41.83469512928589, -87.63240833719138)",2018.0
666532,president's plaza - cafeteria,1,20455-20040516,41.98109378,-87.844075627,"(41.98109378013414, -87.844075627491)",2004.0
666638,subterranean cafe & cabaret,1,38553-20071116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2007.0
666639,infuse hospitality,1,2583808-20180514,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)",2018.0
666644,roscoe's tavern & cafe,1,2109488-20110811,41.940032781,-87.649415211,"(41.940032781060296, -87.64941521112496)",2011.0
666645,cafe 231,1,1514177-20120416,41.878542932,-87.632120577,"(41.87854293163992, -87.63212057674588)",2012.0
666724,chicago kabob,1,2780663-20210407,41.96865068,-87.678857275,"(41.968650679928686, -87.67885727462351)",2021.0
666748,cafe med,1,1893477-20110316,41.899351735,-87.621986906,"(41.89935173506942, -87.62198690644685)",2011.0
666763,estelles cafe & pub ltd,1,19553-20131116,41.910364204,-87.678130428,"(41.910364204247294, -87.6781304283268)",2013.0
666902,cafe descartes,1,1767210-20061018,41.887418889,-87.624404399,"(41.88741888866768, -87.62440439931636)",2006.0
667131,sunflour bakery and cafe,1,2780615-20210407,41.960019954,-87.646906028,"(41.96001995401928, -87.64690602761853)",2021.0
667148,starbucks coffee #226,1,2398567-20200516,41.799667123,-87.587814524,"(41.79966712287017, -87.58781452378159)",2020.0
667402,starbucks coffee,1,23093-20170416,41.880557025,-87.637131776,"(41.8805570251432, -87.63713177610846)",2017.0
667403,240 cafe & lounge,1,1741972-20130916,41.968357068,-87.727578352,"(41.968357068238525, -87.72757835154994)",2013.0
667476,cafe prague,1,1224303-20031116,41.938301332,-87.793740718,"(41.938301331832676, -87.79374071818236)",2003.0
667590,cafe luigi,1,1093231-20040216,41.929001368,-87.642665593,"(41.92900136788458, -87.64266559286979)",2004.0
667765,smart learning center llc,1,2231589-20150816,41.842695478,-87.655509217,"(41.8426954783492, -87.65550921697735)",2015.0
667775,polo cafe and catering bridgeport u.s.a.,1,32541-20150316,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2015.0
667799,honeybaked ham and cafe,1,2060329-20201016,41.932891263,-87.668267231,"(41.93289126306049, -87.66826723143315)",2020.0
667983,"euroamerican foods, inc./cafe iberico",1,29146-20080516,41.895852573,-87.632548439,"(41.89585257257997, -87.63254843872532)",2008.0
668036,starfruit cafe,1,2042936-20100707,41.939688737,-87.668823446,"(41.93968873698692, -87.66882344621521)",2010.0
668079,thomas coffee shop,1,7545-20040816,41.73684227,-87.582946626,"(41.73684226984659, -87.5829466262428)",2004.0
668160,specialty's cafe & bakery,1,2232992-20160916,41.880784005,-87.629222363,"(41.880784005359125, -87.62922236304782)",2016.0
668291,cafe de fusion,1,1496077-20060516,41.925552885,-87.649515482,"(41.92555288495804, -87.64951548179694)",2006.0
668388,paris cafe,1,1166647-20060816,41.938556717,-87.759257199,"(41.93855671746133, -87.75925719937484)",2006.0
668628,bucktown cafe llc,1,1883633-20080201,41.924765483,-87.690337531,"(41.924765482642385, -87.6903375310175)",2008.0
668666,starbucks coffee #10594,1,1695468-20090416,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)",2009.0
668677,"glassworks coffee, inc.",1,2560833-20191216,41.940897075,-87.743049493,"(41.94089707478821, -87.74304949281263)",2019.0
668744,conn's cafe & catering inc,1,33554-20170816,41.997985219,-87.66910712,"(41.997985218648225, -87.66910712039837)",2017.0
668788,starbucks coffee #2548,1,1145565-20030516,41.894609432,-87.624390743,"(41.89460943202401, -87.62439074312043)",2003.0
668805,starbucks coffee #8954,1,1496161-20050516,41.964611762,-87.708499442,"(41.96461176175771, -87.70849944208983)",2005.0
668841,grillers cafe,1,66414-20020516,41.897651538,-87.626728956,"(41.897651537750946, -87.62672895599906)",2002.0
668982,edgebrook coffee shop,1,56233-20021116,41.996630431,-87.764187271,"(41.99663043056777, -87.76418727058214)",2002.0
669067,cafecito express,1,2137403-20120126,41.79799187,-87.723443741,"(41.797991869962225, -87.723443740796)",2012.0
669078,sw cafe,1,1968907-20090612,41.997313988,-87.707336822,"(41.99731398829944, -87.70733682198873)",2009.0
669104,hiro's cafe,1,1933808-20081112,41.935989257,-87.644408587,"(41.935989256760124, -87.64440858727015)",2008.0
669110,paris cafe,1,1166647-20020509,41.938556717,-87.759257199,"(41.93855671746133, -87.75925719937484)",2002.0
669435,magnolia cafe,1,1168967-20090716,41.965460917,-87.660640927,"(41.965460916735424, -87.6606409265738)",2009.0
669538,mather's-more than a cafe,1,1121509-20031116,41.981000342,-87.805905466,"(41.98100034161097, -87.8059054660053)",2003.0
669551,starbuck's coffee #2568,1,1249521-20070516,41.953420907,-87.737996905,"(41.9534209071039, -87.73799690512112)",2007.0
669593,starbuck's coffee,1,2595872-20180524,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)",2018.0
669607,starfruit cafe,1,2411856-20150701,41.886005833,-87.620828957,"(41.886005833425465, -87.62082895674074)",2015.0
669611,sindbad coffee shop,1,1797758-20070111,41.777659681,-87.605721665,"(41.77765968145727, -87.60572166476899)",2007.0
669650,corner bakery cafe,1,1649352-20071116,41.881994338,-87.639758685,"(41.88199433820508, -87.6397586848809)",2007.0
669782,starbucks coffee #2215,1,23052-20090416,41.897542251,-87.628369943,"(41.89754225054248, -87.62836994336708)",2009.0
670002,ace coffee bar inc,1,1544236-20060216,41.941426293,-87.690799301,"(41.94142629278533, -87.69079930080058)",2006.0
670056,conn's cafe & catering inc,1,33554-20020816,41.997985219,-87.66910712,"(41.997985218648225, -87.66910712039837)",2002.0
670091,apachee grill & coffee,1,8346-20040516,41.83146662,-87.675657558,"(41.831466619974, -87.6756575583844)",2004.0
670285,temax garden cafe,1,1767962-20111216,41.845303556,-87.685607439,"(41.84530355589021, -87.6856074394753)",2011.0
670387,milk & honey cafe,1,1197794-20181116,41.903327164,-87.675668943,"(41.903327164313254, -87.67566894260618)",2018.0
670705,andrews restaurant,1,6538-20021116,41.893272906,-87.625564145,"(41.89327290630391, -87.62556414466812)",2002.0
670816,tuscany cafe,1,1916161-20141016,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)",2014.0
670931,cafe descartes,1,1120872-20110916,41.874243182,-87.651954819,"(41.87424318237425, -87.65195481873587)",2011.0
671014,corner bakery cafe,1,1649359-20140916,41.888140152,-87.62469579,"(41.88814015241156, -87.6246957901013)",2014.0
671015,horizon cafe,1,1495171-20140616,41.951390151,-87.649469468,"(41.951390150873834, -87.64946946794332)",2014.0
671222,senor pan cafe inc.,1,2092973-20110801,41.924402342,-87.74231826,"(41.92440234177882, -87.74231825957612)",2011.0
671243,cafe 233,1,1514178-20060516,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)",2006.0
671353,heartland cafe,1,2177771-20120727,42.008048245,-87.673892938,"(42.00804824508412, -87.67389293790454)",2012.0
671358,edgebrook coffee shop,1,1799951-20081116,41.996630431,-87.764187271,"(41.99663043056777, -87.76418727058214)",2008.0
671567,caffecafe,1,1717240-20140916,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)",2014.0
671617,cafe descartes inc,1,1120305-20030816,41.872004019,-87.647173229,"(41.872004018831724, -87.64717322942732)",2003.0
671629,lutz continental cafe & pastry shop,1,1356917-20161216,41.961408694,-87.690796243,"(41.96140869447139, -87.6907962429884)",2016.0
671672,starbucks coffee #2491,1,1118874-20020516,41.961603816,-87.67607883,"(41.96160381583514, -87.6760788298814)",2002.0
671688,"intelligentsia coffee & tea, inc.",1,44722-20020216,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)",2002.0
671770,the pullman cafe,1,2428313-20151002,41.690669507,-87.608518651,"(41.69066950675008, -87.6085186509516)",2015.0
671773,starbucks coffee #14433,1,1873482-20090416,41.884445042,-87.651612251,"(41.8844450417447, -87.65161225136787)",2009.0
671795,billy food market inc.,1,2517614-20210516,41.866311641,-87.723032264,"(41.86631164119278, -87.72303226414533)",2021.0
671801,blue iris cafe inc. dba trader todds,1,2036743-20100528,41.943611365,-87.654368905,"(41.9436113646505, -87.65436890530064)",2010.0
671867,the classic group of services chicago coffees and teas,1,1619510-20131116,41.918206113,-87.725958157,"(41.918206112588564, -87.72595815659295)",2013.0
671937,las villas bakery & cafe,1,1168533-20030816,41.910373223,-87.692328814,"(41.91037322284627, -87.6923288141502)",2003.0
672103,magnolia cafe,1,1168915-20060816,41.965460917,-87.660640927,"(41.965460916735424, -87.6606409265738)",2006.0
672119,starbucks coffee,1,23069-20110416,41.881822494,-87.635436571,"(41.881822493770215, -87.6354365710274)",2011.0
672152,starbucks coffee #11719,1,2397763-20160516,41.879942323,-87.647452744,"(41.8799423230123, -87.64745274382807)",2016.0
