,names_doingbusiness,keep_row,ID,LATITUDE,LONGITUDE,LOCATION,year
827397,caribou coffee company,1,52555-20140216,41.880598955,-87.629907391,"(41.880598955013355, -87.62990739051766)",2014.0
827473,"intelligentsia coffee & tea, inc.",1,44722-20120916,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)",2012.0
827483,starbuck's coffee,1,1737477-20070516,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)",2007.0
827592,subterranean cafe & cabaret,1,38549-20091116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2009.0
827675,samantha's restaurant & cafe,1,65905-20130816,41.938469953,-87.76603991,"(41.93846995340994, -87.76603991031905)",2013.0
827699,rehydrate water bar & cafe,1,2564008-20171024,41.944316998,-87.747161464,"(41.94431699793207, -87.74716146412266)",2017.0
827713,edgewater beach cafe,1,7556-20110716,41.982989018,-87.65502138,"(41.98298901767028, -87.65502137980539)",2011.0
827734,starbucks coffee #11125,1,1741651-20060921,41.925157007,-87.660111975,"(41.92515700661516, -87.66011197475856)",2006.0
827752,cafe l'appetito,1,2511383-20190516,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2019.0
827801,build coffee,1,2500696-20190616,41.784093623,-87.590445123,"(41.78409362252878, -87.59044512289785)",2019.0
827840,rosebud cafe,1,2550674-20170815,41.869371085,-87.66652853,"(41.869371084501246, -87.66652853002904)",2017.0
827843,cafe 1935,1,2534887-20170613,,,,2017.0
828077,cafe matou,1,56141-20061116,41.914900977,-87.684667428,"(41.91490097692986, -87.68466742765311)",2006.0
828152,pr cafeteria incorporated,1,1442401-20051116,41.909897849,-87.707145153,"(41.909897849174, -87.70714515263228)",2005.0
828229,bourbon cafe',1,1169345-20041116,41.968308772,-87.688536004,"(41.968308771943036, -87.68853600406185)",2004.0
828263,starbucks coffee #2479,1,1095198-20110416,41.99743743,-87.763859195,"(41.99743743042588, -87.76385919536706)",2011.0
828286,heartland cafe,1,2177844-20150227,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)",2015.0
828296,palma restaurant & cafe,1,1246203-20070216,41.956193397,-87.708230325,"(41.956193396983295, -87.70823032541526)",2007.0
828297,janik's cafe,1,1679707-20201116,41.903072506,-87.677755184,"(41.90307250619249, -87.67775518394137)",2020.0
828398,"borders books, movies, music, cafe",1,1353535-20090616,41.993111793,-87.711574451,"(41.993111793400494, -87.71157445141056)",2009.0
828451,d and m cafe,1,1770100-20070322,41.744630715,-87.604905198,"(41.744630715329514, -87.60490519818548)",2007.0
828505,corner bakery cafe,1,1649317-20200916,41.87967604,-87.629502283,"(41.87967604011696, -87.62950228266759)",2020.0
828534,seattle's best coffee llc,1,71659-20030216,41.912918485,-87.634912412,"(41.91291848545642, -87.63491241180294)",2003.0
828536,cafe mustache,1,2043326-20100723,41.923355894,-87.69785017,"(41.92335589370734, -87.69785017026875)",2010.0
828562,"thai ""linda"" cafe'",1,77033-20040216,41.943316391,-87.679433195,"(41.943316391093994, -87.67943319466616)",2004.0
828603,liquor box,1,2523663-20171226,,,,2017.0
828700,hope coffeehouse,1,2363747-20190516,41.866493817,-87.686829683,"(41.866493816906065, -87.68682968304535)",2019.0
828702,favorite cafe,1,1330886-20130916,41.968540487,-87.710782676,"(41.96854048739687, -87.71078267590296)",2013.0
828723,cafe mustache,1,2378812-20160716,41.923355894,-87.69785017,"(41.92335589370734, -87.69785017026875)",2016.0
828725,venice cafe ltd,1,36808-20040516,41.878138181,-87.637064995,"(41.87813818115573, -87.63706499520218)",2004.0
828826,pita kobab and cafe,1,1246353-20020522,41.968666678,-87.695634548,"(41.96866667784164, -87.69563454792815)",2002.0
829001,starbucks coffee # 272,1,2391630-20150827,41.92854129,-87.642076344,"(41.928541289666775, -87.64207634430801)",2015.0
829091,"kopi, a traveler's cafe",1,50261-20190716,41.978607404,-87.668176411,"(41.97860740426517, -87.6681764114042)",2019.0
829323,starbucks coffee #222,1,23099-20070516,41.921581373,-87.664565129,"(41.921581373212874, -87.6645651292835)",2007.0
829334,stabucks coffee #19283,1,2283957-20150416,41.997864291,-87.660658276,"(41.997864290686856, -87.66065827614052)",2015.0
829335,dollop coffee and tea,1,2142688-20200416,41.957940147,-87.64965206,"(41.95794014690388, -87.6496520597932)",2020.0
829362,stan's donuts & coffee,1,2476740-20160701,41.878265578,-87.620822303,"(41.8782655778329, -87.62082230297355)",2016.0
829543,tio luis tacos and cafe,1,2535333-20190616,41.823474968,-87.689181794,"(41.82347496793935, -87.68918179383392)",2019.0
829699,big bowl cafe,1,76949-20040516,41.902487771,-87.627987267,"(41.90248777145183, -87.62798726705988)",2004.0
829794,mary's soul cafe,1,1875409-20071220,41.676137841,-87.641998858,"(41.67613784074675, -87.6419988576132)",2007.0
829834,bakery garden cafe,1,2027706-20140516,41.876646841,-87.640695119,"(41.87664684111582, -87.6406951193196)",2014.0
829878,cafe tola,1,2142460-20121228,41.947496137,-87.664173175,"(41.947496136751546, -87.66417317539015)",2012.0
830051,hotel burnham / atwood cafe,1,2084169-20110808,41.883108627,-87.627948771,"(41.883108627266935, -87.62794877080378)",2011.0
830142,starbucks coffee #2264,1,23095-20050516,41.884632076,-87.622247991,"(41.8846320757672, -87.6222479910888)",2005.0
830258,brew brew coffee lounge,1,1970356-20131116,41.931946009,-87.72344452,"(41.93194600914831, -87.72344452041501)",2013.0
830341,luigi cafe inc,1,1620328-20080816,41.880769739,-87.731156097,"(41.880769739053655, -87.73115609692752)",2008.0
830463,yoshi's cafe,1,2116-20090216,41.941696341,-87.649176566,"(41.94169634075317, -87.64917656601214)",2009.0
830475,starbucks coffee,1,2147404-20140516,41.892501167,-87.628242738,"(41.89250116694964, -87.62824273781878)",2014.0
830496,bruna's cafe,1,1212-20111216,41.847573841,-87.683215839,"(41.847573840855105, -87.68321583947979)",2011.0
830726,"thai ""linda"" cafe'",1,77033-20070216,41.943316391,-87.679433195,"(41.943316391093994, -87.67943319466616)",2007.0
830799,cafe #10,1,2470706-20200216,41.927927019,-87.806246035,"(41.927927018691754, -87.80624603489264)",2020.0
830803,the waterfront cafe,1,1974242-20091002,41.995202222,-87.655398306,"(41.99520222185558, -87.65539830565382)",2009.0
830849,"coffee slasticarna drina, inc.",1,1620573-20170916,41.96848269,-87.691408906,"(41.96848268957195, -87.6914089058082)",2017.0
830923,cafe michelle,1,2464373-20160617,41.885751646,-87.612926111,"(41.88575164585066, -87.6129261108629)",2016.0
831049,chestnut street cafe,1,1496153-20110316,41.898530344,-87.621777409,"(41.89853034425216, -87.62177740924473)",2011.0
831083,heartland cafe inc,1,2075-20101016,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)",2010.0
831164,dana cafe,1,2048906-20100806,41.988059676,-87.703704452,"(41.98805967591636, -87.70370445181302)",2010.0
831165,dark matter coffee,1,2189040-20120921,41.890931093,-87.677034967,"(41.89093109328389, -87.67703496697864)",2012.0
831215,polo cafe and catering bridgeport u.s.a.,1,1333841-20031116,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2003.0
831229,leadway liquors & cafe,1,42955-20150916,41.976988998,-87.679283872,"(41.976988997832365, -87.67928387238668)",2015.0
831236,chinatown cafe rest,1,21630-20060816,41.845372166,-87.631968869,"(41.845372165569884, -87.63196886904205)",2006.0
831322,cafe blossom,1,1619129-20060216,41.93800688,-87.644754571,"(41.938006880423615, -87.6447545707008)",2006.0
831352,starbuck's coffee #2636,1,1276342-20150416,41.903195593,-87.669965312,"(41.90319559301502, -87.66996531168556)",2015.0
831373,dark matter coffee,1,2292935-20180716,41.894997299,-87.68697066,"(41.89499729917686, -87.68697066032341)",2018.0
831442,cafe brauer,1,82247-20130916,41.919078039,-87.634538115,"(41.91907803902013, -87.63453811504745)",2013.0
831454,"clark food & cyber cafe, inc.",1,1869385-20071011,41.961748076,-87.665836501,"(41.961748076470776, -87.66583650071568)",2007.0
831459,erie cafe,1,37220-20060216,41.893991884,-87.642849948,"(41.893991883800915, -87.64284994769713)",2006.0
831581,"artopolis bakery, cafe & angor",1,78836-20040816,41.877721138,-87.647385994,"(41.87772113783411, -87.64738599355731)",2004.0
831616,cafe mimoza,1,1249028-20031116,41.968452474,-87.694874677,"(41.96845247365508, -87.69487467681566)",2003.0
831636,siena coffee,1,62676-20070516,41.92400932,-87.639670688,"(41.92400931983017, -87.6396706875987)",2007.0
831769,my coffee shop,1,1276100-20021004,41.979183081,-87.692817177,"(41.979183080876915, -87.69281717734684)",2002.0
831821,bolivar y lincoln venezuelan cafe,1,2689697-20190918,41.943197684,-87.654059548,"(41.943197684209125, -87.65405954840116)",2019.0
831922,starbucks coffee #2410,1,23126-20150416,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)",2015.0
832004,cafe descartes inc,1,1120305-20071116,41.872004019,-87.647173229,"(41.872004018831724, -87.64717322942732)",2007.0
832042,subterranean cafe & cabaret,1,38549-20071116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2007.0
832089,starbucks coffee #10955,1,1743555-20090416,41.893404102,-87.626696815,"(41.89340410169577, -87.6266968151909)",2009.0
832096,king cafe gourmet & go,1,1874473-20071116,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)",2007.0
832193,cafe touche,1,1887593-20140816,42.003521558,-87.817099825,"(42.003521558416075, -87.81709982508472)",2014.0
832194,cafe jumping bean,1,34672-20171216,41.85774187,-87.662832786,"(41.85774187006349, -87.66283278618192)",2017.0
832301,sabor a cafe restaurant,1,1193489-20090216,41.990381096,-87.691099599,"(41.990381095595595, -87.691099598697)",2009.0
832310,kanela cafe,1,2078723-20130316,41.940826003,-87.651210937,"(41.94082600285433, -87.65121093713536)",2013.0
832353,subterranean cafe & cabaret,1,38553-20151116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2015.0
832551,icompute cafe,1,2042555-20100804,41.926870051,-87.650540312,"(41.926870050567516, -87.65054031211312)",2010.0
832581,starbucks coffee #2513,1,1145144-20040516,41.932482474,-87.670890134,"(41.93248247354816, -87.67089013449565)",2004.0
832594,cafe el meson incorporated,1,2411702-20150713,42.002473724,-87.67227603,"(42.002473724305595, -87.67227603034296)",2015.0
832621,cafeteria emmanuel,1,32110-20131216,41.855750841,-87.674148674,"(41.85575084068333, -87.67414867425646)",2013.0
832707,estelles cafe & pub ltd,1,19554-20041116,41.910364204,-87.678130428,"(41.910364204247294, -87.6781304283268)",2004.0
832859,the rhythm cafe,1,1118792-20080216,41.89495293,-87.63051041,"(41.894952929784814, -87.63051041024461)",2008.0
833039,northpoint cafe & grill,1,1271460-20031116,41.910483811,-87.683712523,"(41.91048381100886, -87.68371252301192)",2003.0
833044,bow truss coffee,1,2229500-20130131,41.889426654,-87.634168114,"(41.88942665368759, -87.63416811437992)",2013.0
833123,coco pazzo cafe,1,1446691-20150316,41.893613919,-87.622872332,"(41.893613918700275, -87.62287233192205)",2015.0
833156,manny's cafe midway,1,1197659-20140116,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2014.0
833172,china cafe,1,2221581-20170216,41.969679946,-87.654982424,"(41.96967994591401, -87.65498242370735)",2017.0
833190,caffecafe,1,1717240-20180916,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)",2018.0
833486,starbucks coffee #2412,1,23133-20070516,41.904472544,-87.640333624,"(41.90447254385478, -87.64033362435434)",2007.0
833499,cafe ba ba reeba,1,1545387-20190516,41.918943199,-87.64868497,"(41.918943198725025, -87.64868497024028)",2019.0
833667,pink krokodile cafe,1,1226048-20131016,41.93855424,-87.776489568,"(41.93855424021249, -87.7764895678848)",2013.0
833686,geja's cafe,1,258-20170416,41.918445336,-87.638007427,"(41.918445336371185, -87.63800742700411)",2017.0
833697,starbucks coffee #225,1,23064-20020516,41.885855996,-87.629421739,"(41.88585599581413, -87.6294217392213)",2002.0
833756,newtown coffee shop,1,64272-20040216,41.931211422,-87.778614996,"(41.9312114217722, -87.77861499636276)",2004.0
833925,lula cafe,1,1166774-20051116,41.927653196,-87.707119009,"(41.92765319605931, -87.70711900893733)",2005.0
834051,java java coffee cafe,1,1140522-20050516,41.882082752,-87.627963646,"(41.882082751743674, -87.62796364640772)",2005.0
834297,"hard rock cafe international (chicago), inc.",1,2452317-20160309,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)",2016.0
834369,starbucks coffee #2329,1,23105-20060516,41.910729292,-87.653152622,"(41.910729292099305, -87.65315262189527)",2006.0
834450,starbucks coffee #2201,1,23054-20060516,41.94711896,-87.655302451,"(41.947118959575704, -87.65530245115706)",2006.0
834700,rainforest cafe,1,57302-20080216,41.892572757,-87.631005407,"(41.89257275728285, -87.63100540748637)",2008.0
834703,lakeview billiard cafe,1,60848-20020216,41.944712685,-87.672009689,"(41.94471268492841, -87.6720096890034)",2002.0
834716,"coffee slasticarna drina, inc.",1,1620573-20110916,41.96848269,-87.691408906,"(41.96848268957195, -87.6914089058082)",2011.0
834769,absinthe cafe,1,34115-20041116,41.910594347,-87.677329263,"(41.910594346670926, -87.67732926334)",2004.0
834994,cafe desartes,1,1120873-20071116,41.87095119,-87.673897437,"(41.87095119014564, -87.67389743696938)",2007.0
835008,polygon cafe,1,2196397-20160216,41.976357481,-87.668567779,"(41.97635748112271, -87.66856777865902)",2016.0
835009,caribou coffee company,1,1092854-20021116,41.880527592,-87.635623854,"(41.88052759161976, -87.63562385358797)",2002.0
835244,manny's cafe midway,1,1198021-20021116,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2002.0
835376,gloria's cafe,1,1474889-20051116,41.924785635,-87.7108253,"(41.92478563490711, -87.71082530032471)",2005.0
835487,la capannina coffee,1,44842-20071116,41.945016727,-87.816227484,"(41.945016727435416, -87.81622748384773)",2007.0
835548,starbucks coffee #2224,1,23083-20040516,41.890058266,-87.631229887,"(41.890058266027715, -87.63122988738189)",2004.0
835579,the grind coffee lounge,1,2069192-20130216,41.945275343,-87.812160715,"(41.94527534321835, -87.81216071492886)",2013.0
835593,big bowl cafe,1,76950-20020516,41.892625306,-87.6257263,"(41.892625305630155, -87.62572630041991)",2002.0
835609,lutz contl cafe & pastry shop,1,34591-20030216,41.961408694,-87.690796243,"(41.96140869447139, -87.6907962429884)",2003.0
835633,ann sather's cafe,1,2172454-20170216,41.943809702,-87.644951074,"(41.94380970211237, -87.64495107447185)",2017.0
835659,piccolo mondo cafe,1,1908007-20110716,41.793514076,-87.58494662,"(41.79351407619528, -87.58494662001773)",2011.0
835697,starbucks coffee #279,1,23077-20020516,41.885848995,-87.624662555,"(41.88584899521962, -87.62466255499672)",2002.0
835824,pink krokodile cafe,1,1226048-20050506,41.93855424,-87.776489568,"(41.93855424021249, -87.7764895678848)",2005.0
835905,starbucks coffee #2412,1,23132-20030516,41.904472544,-87.640333624,"(41.90447254385478, -87.64033362435434)",2003.0
836179,corner bakery cafe,1,1649324-20061116,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)",2006.0
836209,estelles cafe & pub ltd,1,19553-20111116,41.910364204,-87.678130428,"(41.910364204247294, -87.6781304283268)",2011.0
836262,cedar hotel cafe,1,1986774-20090812,41.902171928,-87.628503064,"(41.90217192822106, -87.62850306384912)",2009.0
836341,starbucks coffee #2515,1,1143770-20020216,41.92361621,-87.645991122,"(41.92361620972698, -87.64599112233753)",2002.0
836401,arturo express,1,53931-20030816,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)",2003.0
836473,joe's be bop cafe & emporium,1,52924-20021116,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2002.0
836479,northpoint cafe & grill,1,1222431-20020816,41.910483811,-87.683712523,"(41.91048381100886, -87.68371252301192)",2002.0
836482,"intelligentsia coffee & tea, inc.",1,44721-20100916,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)",2010.0
836575,starbucks coffee #2545,1,1145462-20030516,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)",2003.0
836629,outdoor cafe,1,1404129-20040216,41.982931134,-87.711152513,"(41.98293113357383, -87.71115251272501)",2004.0
836653,papi's cafe,1,1803397-20070816,41.944404781,-87.73233026,"(41.94440478073714, -87.73233025981611)",2007.0
836677,lakeview billiard cafe,1,60846-20020216,41.944712685,-87.672009689,"(41.94471268492841, -87.6720096890034)",2002.0
836716,cafe orchid,1,1821381-20160616,41.947042286,-87.673233004,"(41.947042285717025, -87.67323300405671)",2016.0
836888,"siam cafe,thai restaurant",1,10488-20130716,41.967644374,-87.654949778,"(41.967644373820626, -87.65494977781395)",2013.0
836976,"hard rock cafe international, inc",1,2142218-20120314,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)",2012.0
837137,starbucks coffee #2545,1,1145462-20060516,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)",2006.0
837142,thyme cafe,1,81825-20030516,41.909420031,-87.676195083,"(41.909420030729095, -87.67619508256817)",2003.0
837203,dunkin donuts,1,81774-20030216,41.90378983,-87.631515429,"(41.90378983001293, -87.63151542935856)",2003.0
837359,"siam cafe,thai restaurant",1,10488-20050816,41.967644374,-87.654949778,"(41.967644373820626, -87.65494977781395)",2005.0
837416,cafe uno pizzeria,1,1546858-20050516,41.923531789,-87.645873331,"(41.923531788648084, -87.64587333109765)",2005.0
837439,coffee depot,1,20650-20020816,41.691809965,-87.670498252,"(41.69180996538869, -87.67049825219233)",2002.0
837485,blackwood bbq,1,2398421-20190616,41.889812502,-87.678212858,"(41.88981250170419, -87.67821285845201)",2019.0
837593,cafeteria marianao,1,1045614-20071116,41.921614362,-87.695481429,"(41.92161436223205, -87.6954814291355)",2007.0
837607,cafe latin bliss,1,8407-20130916,41.981866037,-87.692834057,"(41.98186603682908, -87.69283405676238)",2013.0
837620,milk & honey cafe,1,1197794-20051116,41.903327164,-87.675668943,"(41.903327164313254, -87.67566894260618)",2005.0
837646,bombon cafe,1,2009063-20091229,41.880318779,-87.666913106,"(41.88031877928038, -87.66691310579589)",2009.0
837692,cafe bionda,1,1717893-20060816,41.855829931,-87.627303371,"(41.855829930870314, -87.62730337123723)",2006.0
837822,starbucks coffee #229,1,23039-20050516,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)",2005.0
837918,"morgan street cafe, llc",1,1444598-20040114,41.88004797,-87.651831571,"(41.880047970125254, -87.65183157127098)",2004.0
837924,geja's cafe,1,258-20150416,41.918445336,-87.638007427,"(41.918445336371185, -87.63800742700411)",2015.0
837959,sigara hookah cafe/lounge,1,1380576-20081116,41.903071092,-87.677830971,"(41.9030710919784, -87.67783097051901)",2008.0
837960,heartland cafe inc,1,2075-20061116,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)",2006.0
838095,hard rock cafe,1,51237-20020516,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)",2002.0
838139,polo cafe and catering bridgeport u.s.a.,1,32541-20110316,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2011.0
838226,simply fresh cafe & juice bar,1,1898488-20140916,41.884530964,-87.624602045,"(41.88453096378336, -87.62460204460082)",2014.0
838266,h & s food & coffee shop,1,2079836-20110209,41.987089026,-87.70159761,"(41.9870890263283, -87.70159760991616)",2011.0
838395,beavers coffee & donuts,1,2256678-20171216,41.884187507,-87.641119667,"(41.884187507127805, -87.64111966683218)",2017.0
838513,china night cafe,1,71837-20080516,41.869540615,-87.655838762,"(41.86954061491065, -87.65583876211008)",2008.0
838587,kimberli sushi,1,78384-20020516,41.968467022,-87.693220135,"(41.96846702189827, -87.69322013455337)",2002.0
838745,b-reg cafe shop,1,1617780-20060216,41.984404991,-87.697050383,"(41.98440499105494, -87.6970503831726)",2006.0
838764,starbucks coffee #2445,1,1043368-20130416,41.98378038,-87.657310954,"(41.9837803795335, -87.65731095408496)",2013.0
838828,new outdoor cafe,1,1223198-20030216,41.982930106,-87.711237642,"(41.98293010568353, -87.71123764217884)",2003.0
838857,caribou coffee company inc,1,1382452-20031218,41.945503653,-87.649578514,"(41.94550365331064, -87.64957851411022)",2003.0
838864,west loop cafe,1,1649411-20070516,41.879163618,-87.64264996,"(41.879163618039705, -87.64264995953803)",2007.0
838961,basil leaf cafe/sage,1,1937482-20090416,41.927168968,-87.641268696,"(41.92716896806323, -87.64126869571744)",2009.0
838988,erie cafe,1,2104333-20110715,41.894009714,-87.641312656,"(41.89400971367072, -87.64131265622446)",2011.0
839000,afc sushi @ cafe 300,1,2157400-20150216,41.88752864,-87.632646837,"(41.887528639656935, -87.63264683652446)",2015.0
839112,caspian cafe,1,2069804-20101220,41.985048353,-87.776121571,"(41.985048352622336, -87.77612157068242)",2010.0
839184,starbucks coffee #2372,1,82769-20050816,41.807533457,-87.743003421,"(41.80753345729788, -87.74300342120267)",2005.0
839227,argo tea cafe - o'hare t2,1,2109577-20120116,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)",2012.0
839367,native foods cafe,1,2283742-20180116,41.878814822,-87.630950486,"(41.87881482219489, -87.63095048621103)",2018.0
839448,starbucks coffee #2215,1,23052-20070516,41.897542251,-87.628369943,"(41.89754225054248, -87.62836994336708)",2007.0
839610,cafe brauer,1,82245-20021116,41.919078039,-87.634538115,"(41.91907803902013, -87.63453811504745)",2002.0
839642,intelligentsia coffee,1,1228475-20040216,41.886928139,-87.673923954,"(41.88692813910918, -87.67392395432951)",2004.0
839669,janik's cafe,1,1356941-20141116,41.903072506,-87.677755184,"(41.90307250619249, -87.67775518394137)",2014.0
839735,starbuck coffee #2615,1,1357035-20150416,41.939404859,-87.683077146,"(41.939404858528796, -87.68307714601951)",2015.0
839840,philz coffee,1,2671036-20190911,41.92425041,-87.646877523,"(41.924250410054995, -87.64687752309653)",2019.0
839843,four letter word coffee,1,2423488-20160223,41.810601294,-87.660283259,"(41.81060129421089, -87.66028325873228)",2016.0
839845,elenis cafe,1,1974145-20130616,41.903590314,-87.659213209,"(41.90359031409245, -87.65921320919513)",2013.0
839893,canton cafe inc.,1,1573249-20050120,41.852271061,-87.632728358,"(41.85227106094055, -87.63272835813885)",2005.0
839940,polo cafe and catering bridgeport u.s.a.,1,32540-20060216,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2006.0
840041,cafe con leche d' noche,1,2013426-20101029,41.930392308,-87.709805175,"(41.930392307909585, -87.70980517549702)",2010.0
840045,starbucks coffee #223,1,23035-20020516,41.892501167,-87.628242738,"(41.89250116694964, -87.62824273781878)",2002.0
840156,kimberli sushi,1,78384-20090916,41.968467022,-87.693220135,"(41.96846702189827, -87.69322013455337)",2009.0
840215,dunkin donuts,1,75896-20060516,41.89679772,-87.627353059,"(41.89679771959055, -87.62735305883719)",2006.0
840275,starbucks coffee #2443,1,1046018-20030516,41.910278011,-87.677515948,"(41.91027801081319, -87.67751594839523)",2003.0
840295,heartland cafe,1,2279293-20130815,42.006736696,-87.666278825,"(42.006736696130794, -87.66627882515283)",2013.0
840377,bruna's cafe,1,1213-20030516,41.847573841,-87.683215839,"(41.847573840855105, -87.68321583947979)",2003.0
840567,the grind cafe inc.,1,2234061-20150316,41.965328383,-87.686228363,"(41.96532838254968, -87.68622836333948)",2015.0
840791,ex libris science digest coffee,1,33359-20110716,41.79152143,-87.599500566,"(41.791521429859806, -87.59950056588147)",2011.0
840799,suzi's tea & cafe,1,1843881-20071114,41.93585162,-87.663107967,"(41.9358516200296, -87.66310796652628)",2007.0
840858,starbucks coffee #2207,1,23061-20170416,41.939856704,-87.650773391,"(41.9398567037315, -87.65077339093305)",2017.0
841061,twist a tapas cafe,1,65119-20050216,41.943986057,-87.654377246,"(41.94398605714626, -87.65437724647984)",2005.0
841165,macondo colombian coffee & empanadas,1,2109000-20110804,41.883322199,-87.629775097,"(41.88332219914999, -87.62977509664286)",2011.0
841166,grillers cafe,1,66414-20021116,41.897651538,-87.626728956,"(41.897651537750946, -87.62672895599906)",2002.0
841169,northwest cafe,1,1908964-20100816,41.991990352,-87.798666824,"(41.991990352090156, -87.79866682374546)",2010.0
841280,starbucks coffee #2334,1,23109-20070516,41.910485869,-87.631917656,"(41.91048586948467, -87.63191765611543)",2007.0
841368,belmont cafe,1,2398190-20150616,41.940041434,-87.652683673,"(41.94004143362782, -87.65268367289833)",2015.0
841503,starbucks coffee #2515,1,1143771-20040516,41.92361621,-87.645991122,"(41.92361620972698, -87.64599112233753)",2004.0
841504,asado coffee company,1,1942762-20120616,41.954446304,-87.665535122,"(41.954446303973185, -87.66553512156656)",2012.0
841574,lutz continental cafe & pastry shop,1,1356918-20060216,41.961408694,-87.690796243,"(41.96140869447139, -87.6907962429884)",2006.0
841642,nala cafe & restaurant,1,2362895-20150909,41.990202326,-87.714866117,"(41.99020232648958, -87.71486611653422)",2015.0
841664,cafe il cortile,1,1985958-20110916,41.966453173,-87.838385258,"(41.96645317297049, -87.83838525840713)",2011.0
841773,starbucks coffee #2565,1,1196269-20070516,41.87685514,-87.641544074,"(41.876855139603904, -87.6415440740816)",2007.0
841798,cafe nine 17,1,1594281-20050518,41.751211787,-87.602108133,"(41.75121178719044, -87.6021081331245)",2005.0
841906,starbucks coffee #2337,1,23119-20070516,41.885444388,-87.632582135,"(41.8854443881431, -87.6325821348462)",2007.0
841929,"bonnies cafe, inc",1,1119907-20030216,41.939161455,-87.712801783,"(41.93916145468578, -87.71280178251453)",2003.0
841997,calypso cafe,1,62382-20060816,41.80073555,-87.588936218,"(41.800735550150485, -87.58893621765584)",2006.0
842094,milk & honey cafe,1,1223687-20141116,41.903327164,-87.675668943,"(41.903327164313254, -87.67566894260618)",2014.0
842108,coffee tree & tea leaves,1,11693-20160616,41.950822685,-87.649529148,"(41.950822684940256, -87.64952914754652)",2016.0
842149,rosebud cafe,1,25695-20020516,41.869409054,-87.66419709,"(41.86940905403705, -87.66419709016535)",2002.0
842156,starbucks coffee #2373,1,23120-20030516,41.894905816,-87.620520448,"(41.89490581589443, -87.62052044802762)",2003.0
842211,efes cafe,1,1889096-20090216,41.933687744,-87.644454132,"(41.93368774378592, -87.64445413171818)",2009.0
842267,starbucks coffee #2527,1,1277068-20170416,41.881589312,-87.652086227,"(41.881589312155384, -87.65208622703862)",2017.0
842308,leonidas cafe chocolaterie,1,2003567-20130316,41.896600154,-87.625912729,"(41.89660015350504, -87.62591272886252)",2013.0
842363,starbucks coffee #227,1,23033-20050516,41.943554985,-87.64511919,"(41.943554985172355, -87.6451191903812)",2005.0
842557,apachee grill & coffee,1,8347-20040516,41.83146662,-87.675657558,"(41.831466619974, -87.6756575583844)",2004.0
842615,art zone gallery cafe,1,1300871-20040216,41.983160841,-87.710452361,"(41.983160840891806, -87.71045236108006)",2004.0
842771,heaven on seven,1,47013-20070516,41.883526492,-87.626082197,"(41.88352649174743, -87.62608219678731)",2007.0
842781,loco sandwich cafe' inc.,1,1974008-20091116,41.932137487,-87.70712865,"(41.932137486888465, -87.70712865003266)",2009.0
843052,240 cafe & lounge,1,1741972-20110916,41.968357068,-87.727578352,"(41.968357068238525, -87.72757835154994)",2011.0
843154,north coast cafe,1,1695243-20070816,41.947788761,-87.64737759,"(41.947788760811356, -87.64737758987256)",2007.0
843255,cafe el meson,1,1899692-20130616,41.809002287,-87.703863296,"(41.80900228655328, -87.70386329554874)",2013.0
843271,cafe laguardia west,1,1577016-20100216,41.90912536,-87.795620293,"(41.90912535950116, -87.79562029285854)",2010.0
843279,h & s food & coffee shop,1,1932309-20081201,41.987089026,-87.70159761,"(41.9870890263283, -87.70159760991616)",2008.0
843299,"stacy's i coffee, inc.",1,1979698-20091216,41.970758728,-87.763147176,"(41.970758727750066, -87.76314717614609)",2009.0
843329,starbucks coffee #7948,1,2385998-20200516,41.930110626,-87.785823503,"(41.93011062600186, -87.78582350333859)",2020.0
